id,credit,sex,education,mariage,age
6616,60000,1,3,2,34
6617,70000,2,3,2,52
6618,110000,1,2,2,26
6619,180000,1,2,2,37
6620,300000,2,2,2,48
6621,260000,2,1,1,38
6622,50000,2,2,1,41
6623,90000,2,3,1,45
6624,20000,2,2,2,24
6625,220000,2,1,2,30
6626,240000,1,1,2,27
6627,440000,2,2,2,40
6628,60000,2,2,1,37
6629,380000,1,2,1,31
6630,30000,2,3,1,44
6631,120000,2,2,2,35
6632,150000,1,1,2,29
6633,90000,1,2,2,28
6634,180000,2,2,1,34
6635,10000,2,2,2,37
6636,20000,1,2,2,24
6637,80000,2,3,1,41
6638,610000,1,2,1,30
6639,180000,2,3,2,27
6640,50000,1,3,1,53
6641,130000,1,1,2,30
6642,160000,1,1,2,26
6643,200000,1,1,2,29
6644,20000,1,1,2,29
6645,50000,2,2,2,56
6646,30000,2,2,1,46
6647,140000,1,2,1,29
6648,160000,1,2,1,45
6649,410000,1,1,1,33
6650,320000,2,1,2,30
6651,50000,2,2,1,36
6652,110000,1,2,2,29
6653,530000,2,3,1,50
6654,80000,2,2,2,40
6655,190000,2,1,2,26
6656,500000,1,2,1,58
6657,270000,2,3,2,30
6658,20000,2,2,2,26
6659,90000,1,2,1,39
6660,10000,1,2,2,44
6661,320000,2,2,1,36
6662,190000,2,1,1,33
6663,380000,1,1,1,39
6664,180000,1,2,2,30
6665,360000,2,1,2,33
6666,150000,1,2,1,30
6667,50000,2,1,1,57
6668,50000,1,2,2,39
6669,50000,1,3,1,51
6670,340000,2,2,2,30
6671,320000,1,1,2,26
6672,230000,2,1,2,42
6673,120000,2,1,2,31
6674,30000,1,1,2,34
6675,240000,1,1,2,34
6676,240000,2,2,1,32
6677,210000,1,1,2,30
6678,20000,1,3,2,24
6679,20000,2,2,1,42
6680,110000,2,1,2,25
6681,130000,1,2,1,39
6682,80000,2,2,1,28
6683,20000,1,2,1,36
6684,10000,1,1,1,38
6685,180000,1,2,1,37
6686,280000,2,2,2,29
6687,220000,1,1,2,29
6688,260000,1,2,1,42
6689,30000,1,2,1,40
6690,50000,2,2,1,29
6691,150000,2,3,2,47
6692,160000,1,3,2,38
6693,20000,1,2,2,26
6694,280000,1,1,1,42
6695,50000,1,2,2,24
6696,300000,2,1,2,43
6697,230000,1,2,1,31
6698,60000,1,3,2,27
6699,190000,1,3,1,29
6700,60000,1,2,2,43
6701,100000,2,2,2,25
6702,30000,2,2,1,45
6703,200000,2,2,2,30
6704,30000,1,1,3,27
6705,130000,1,2,2,25
6706,120000,1,2,2,29
6707,160000,2,2,2,35
6708,20000,2,2,2,23
6709,30000,2,2,2,24
6710,70000,2,2,2,23
6711,80000,1,3,2,25
6712,80000,2,2,2,23
6713,100000,1,2,2,50
6714,570000,1,1,2,31
6715,170000,1,1,1,45
6716,50000,2,2,2,25
6717,310000,2,1,2,39
6718,140000,1,1,2,27
6719,200000,2,2,2,29
6720,300000,2,2,2,26
6721,300000,2,1,2,26
6722,140000,1,2,2,55
6723,560000,1,1,1,47
6724,200000,1,1,1,46
6725,230000,2,3,1,31
6726,200000,1,1,1,36
6727,160000,1,2,2,34
6728,220000,1,1,2,29
6729,60000,1,3,2,25
6730,390000,2,2,1,43
6731,280000,2,1,2,39
6732,80000,1,1,1,60
6733,360000,1,2,1,34
6734,20000,2,2,2,21
6735,500000,2,2,1,31
6736,90000,2,1,2,23
6737,30000,2,1,1,33
6738,390000,1,1,2,47
6739,360000,1,1,1,32
6740,10000,2,2,2,32
6741,150000,2,1,1,32
6742,40000,2,2,2,27
6743,210000,2,5,2,29
6744,50000,2,2,1,41
6745,10000,1,2,2,23
6746,310000,2,2,2,26
6747,50000,1,1,2,34
6748,150000,2,1,1,37
6749,50000,1,3,1,48
6750,250000,2,1,2,30
6751,30000,2,3,1,46
6752,30000,1,1,1,32
6753,30000,2,3,1,50
6754,20000,2,2,1,44
6755,30000,2,1,2,24
6756,300000,1,1,1,45
6757,90000,1,2,1,28
6758,30000,1,2,2,24
6759,200000,2,2,1,51
6760,180000,2,2,2,29
6761,70000,2,2,2,26
6762,230000,2,2,2,29
6763,240000,2,1,1,45
6764,190000,2,3,1,41
6765,80000,2,1,1,29
6766,300000,2,2,1,34
6767,220000,2,1,1,36
6768,340000,1,2,1,31
6769,480000,2,1,2,57
6770,60000,2,1,1,25
6771,200000,1,2,1,28
6772,20000,1,2,1,53
6773,110000,2,3,2,46
6774,470000,2,2,2,32
6775,200000,1,2,1,42
6776,130000,1,1,2,30
6777,80000,1,1,1,46
6778,120000,2,2,1,30
6779,180000,1,1,2,27
6780,400000,1,2,1,42
6781,150000,1,3,1,43
6782,640000,2,3,2,34
6783,500000,1,1,1,32
6784,70000,2,1,2,26
6785,100000,2,1,2,24
6786,80000,2,3,1,42
6787,120000,2,2,1,30
6788,210000,2,1,2,31
6789,50000,2,1,2,25
6790,50000,2,2,1,45
6791,260000,1,2,1,35
6792,20000,1,2,2,22
6793,30000,1,2,1,40
6794,310000,2,2,1,29
6795,100000,1,1,2,34
6796,300000,2,1,1,38
6797,30000,1,3,1,47
6798,320000,1,2,2,34
6799,120000,2,1,2,32
6800,80000,1,2,2,24
6801,20000,1,3,1,50
6802,380000,1,1,1,53
6803,180000,2,1,2,30
6804,50000,1,2,2,27
6805,280000,1,1,2,33
6806,30000,2,3,2,47
6807,100000,1,2,2,25
6808,30000,1,1,2,45
6809,160000,2,2,2,30
6810,210000,1,1,1,42
6811,10000,1,1,2,30
6812,420000,2,2,2,36
6813,400000,2,1,1,37
6814,70000,2,1,2,29
6815,110000,1,2,2,31
6816,300000,1,1,1,54
6817,120000,2,1,2,27
6818,180000,1,1,2,27
6819,400000,1,1,1,46
6820,100000,1,1,1,44
6821,220000,2,2,1,32
6822,220000,2,2,1,43
6823,140000,2,2,1,27
6824,90000,2,2,1,51
6825,30000,2,1,2,23
6826,240000,2,1,2,28
6827,110000,2,1,1,37
6828,60000,2,1,2,24
6829,20000,1,2,2,26
6830,180000,1,2,1,53
6831,130000,2,2,2,26
6832,130000,2,3,1,36
6833,70000,1,1,2,26
6834,10000,1,2,1,42
6835,50000,2,1,2,24
6836,190000,2,1,1,31
6837,60000,1,2,2,36
6838,20000,1,1,2,25
6839,80000,2,2,2,42
6840,500000,2,1,1,51
6841,220000,1,3,1,52
6842,230000,2,2,1,36
6843,20000,1,2,2,25
6844,50000,1,2,2,39
6845,120000,2,1,2,29
6846,130000,2,2,2,34
6847,230000,2,1,2,26
6848,350000,1,1,2,32
6849,300000,2,1,2,38
6850,70000,2,2,2,55
6851,280000,1,1,2,33
6852,60000,2,2,1,25
6853,310000,1,2,2,42
6854,290000,1,3,2,34
6855,180000,1,1,1,35
6856,340000,2,1,2,43
6857,360000,2,1,2,29
6858,180000,2,1,1,33
6859,30000,2,3,1,48
6860,100000,1,1,2,32
6861,180000,1,2,1,42
6862,210000,2,1,2,31
6863,180000,2,2,1,36
6864,60000,2,3,3,48
6865,500000,1,1,2,30
6866,200000,2,2,1,37
6867,610000,2,2,1,39
6868,50000,1,2,2,29
6869,80000,2,6,2,25
6870,210000,1,1,2,38
6871,50000,1,1,2,56
6872,360000,1,1,1,58
6873,240000,1,2,2,30
6874,20000,1,3,1,56
6875,10000,1,1,2,22
6876,30000,2,2,2,23
6877,360000,1,0,2,30
6878,260000,1,1,2,29
6879,100000,1,2,1,52
6880,500000,2,2,1,40
6881,70000,2,3,2,42
6882,200000,2,1,1,38
6883,230000,2,5,2,45
6884,200000,1,2,2,36
6885,110000,1,2,1,38
6886,260000,2,1,2,33
6887,50000,2,3,3,55
6888,50000,1,2,2,44
6889,80000,1,2,2,23
6890,260000,1,1,2,29
6891,80000,1,1,2,31
6892,80000,2,1,2,29
6893,200000,2,5,1,36
6894,370000,2,2,2,29
6895,60000,2,1,1,43
6896,260000,1,1,2,29
6897,30000,1,2,2,35
6898,120000,1,2,2,32
6899,130000,2,3,2,39
6900,160000,2,3,1,38
6901,230000,2,2,2,31
6902,300000,2,1,2,26
6903,180000,2,2,2,29
6904,80000,2,2,2,24
6905,180000,2,4,1,30
6906,50000,1,2,2,25
6907,10000,1,2,1,62
6908,50000,1,2,2,46
6909,90000,2,1,1,31
6910,30000,2,3,2,29
6911,180000,1,1,1,38
6912,150000,2,2,1,38
6913,590000,1,1,1,63
6914,60000,1,2,1,39
6915,100000,1,2,2,27
6916,20000,2,2,2,25
6917,10000,1,1,2,22
6918,300000,1,1,2,26
6919,260000,2,2,2,40
6920,160000,2,3,1,28
6921,260000,2,1,2,32
6922,280000,2,1,2,29
6923,260000,2,1,2,35
6924,240000,1,1,1,43
6925,50000,2,2,3,49
6926,260000,2,2,2,44
6927,60000,2,2,2,24
6928,130000,2,2,1,26
6929,140000,2,1,2,31
6930,20000,1,3,2,39
6931,360000,2,1,2,35
6932,220000,1,1,2,28
6933,500000,1,1,2,37
6934,50000,1,3,3,59
6935,210000,2,1,2,28
6936,200000,1,1,1,41
6937,370000,1,1,2,28
6938,200000,1,2,2,27
6939,260000,1,1,1,51
6940,50000,2,1,2,23
6941,260000,2,1,2,33
6942,230000,2,3,2,48
6943,20000,1,2,2,27
6944,500000,1,2,2,33
6945,160000,2,2,1,50
6946,50000,1,2,2,25
6947,220000,2,2,1,37
6948,150000,1,3,1,64
6949,180000,2,1,2,35
6950,80000,2,2,1,40
6951,50000,2,3,2,27
6952,30000,2,2,2,26
6953,180000,2,2,2,31
6954,70000,1,3,1,64
6955,300000,2,1,2,33
6956,640000,2,1,1,50
6957,60000,2,1,2,28
6958,120000,2,2,2,24
6959,280000,2,1,2,27
6960,260000,2,1,2,32
6961,50000,1,2,3,34
6962,70000,1,2,2,47
6963,50000,1,1,2,38
6964,470000,1,1,1,40
6965,320000,2,1,1,41
6966,50000,2,3,2,23
6967,230000,2,3,1,32
6968,140000,2,2,2,29
6969,50000,1,2,2,25
6970,450000,2,1,2,45
6971,500000,1,2,1,49
6972,20000,1,2,2,37
6973,230000,1,1,1,38
6974,50000,1,2,2,24
6975,300000,1,2,1,31
6976,100000,2,3,1,36
6977,30000,1,2,2,27
6978,400000,1,2,1,44
6979,170000,1,1,2,30
6980,340000,2,3,2,57
6981,210000,2,2,1,35
6982,80000,2,2,1,38
6983,20000,2,1,2,24
6984,300000,2,1,1,51
6985,20000,1,3,2,43
6986,50000,1,1,1,40
6987,60000,2,1,2,27
6988,60000,2,2,2,50
6989,50000,1,3,1,51
6990,120000,2,2,2,26
6991,20000,1,3,2,59
6992,240000,2,2,1,40
6993,420000,2,1,2,36
6994,180000,2,1,2,28
6995,410000,2,3,2,28
6996,30000,1,1,2,41
6997,110000,1,2,2,25
6998,90000,1,1,2,33
6999,220000,1,1,1,41
7000,50000,2,3,1,57
7001,30000,2,3,2,22
7002,520000,1,1,1,55
7003,80000,2,3,1,39
7004,20000,1,3,2,58
7005,210000,2,1,2,29
7006,100000,2,2,2,28
7007,320000,2,1,1,33
7008,500000,2,2,1,44
7009,20000,2,3,1,41
7010,10000,1,2,1,59
7011,310000,1,3,1,43
7012,200000,2,1,2,37
7013,180000,1,3,2,29
7014,50000,1,2,1,32
7015,150000,2,2,2,41
7016,500000,2,1,1,45
7017,230000,1,2,2,31
7018,20000,1,2,2,38
7019,190000,2,2,2,28
7020,20000,2,2,2,24
7021,170000,1,3,1,51
7022,210000,2,2,2,43
7023,100000,1,2,1,44
7024,260000,2,2,1,42
7025,200000,2,2,2,25
7026,90000,1,2,3,40
7027,470000,2,1,1,35
7028,270000,2,1,2,27
7029,100000,1,1,1,49
7030,200000,2,1,2,40
7031,70000,2,2,1,43
7032,200000,2,1,1,40
7033,50000,2,2,1,31
7034,90000,2,2,1,24
7035,50000,2,2,1,30
7036,240000,2,1,1,37
7037,140000,1,1,2,35
7038,120000,1,1,1,52
7039,460000,1,2,1,61
7040,170000,2,2,1,25
7041,500000,2,1,1,39
7042,50000,1,2,1,51
7043,210000,2,1,2,26
7044,50000,1,1,2,24
7045,200000,2,2,1,42
7046,20000,2,1,2,26
7047,80000,2,2,1,53
7048,430000,1,2,1,32
7049,350000,2,1,2,44
7050,50000,2,2,1,34
7051,210000,2,3,1,55
7052,20000,1,2,2,51
7053,160000,2,2,2,29
7054,50000,2,3,1,46
7055,50000,2,1,2,24
7056,30000,1,3,2,31
7057,100000,1,1,2,29
7058,360000,1,2,2,28
7059,310000,2,2,1,34
7060,50000,2,2,3,30
7061,120000,2,2,1,37
7062,30000,2,2,2,29
7063,200000,2,2,2,30
7064,20000,1,3,2,37
7065,50000,2,2,2,23
7066,70000,2,1,2,25
7067,290000,2,1,2,32
7068,90000,2,1,2,30
7069,150000,1,2,1,37
7070,90000,1,2,2,38
7071,80000,1,1,1,40
7072,100000,1,1,2,32
7073,200000,2,2,1,41
7074,140000,2,2,2,31
7075,110000,2,2,2,45
7076,50000,2,3,3,43
7077,60000,2,2,1,42
7078,130000,1,1,1,
7079,320000,2,2,1,43
7080,120000,2,3,1,42
7081,450000,2,2,2,35
7082,200000,2,2,1,36
7083,20000,1,1,2,31
7084,410000,2,2,1,29
7085,210000,2,1,1,40
7086,210000,2,1,1,36
7087,130000,1,3,1,38
7088,170000,2,1,2,27
7089,190000,2,2,1,55
7090,230000,2,1,2,28
7091,120000,2,2,2,29
7092,50000,2,2,2,23
7093,220000,2,2,2,41
7094,320000,2,1,2,32
7095,160000,2,2,1,27
7096,20000,2,2,2,23
7097,460000,2,1,2,34
7098,490000,1,1,1,38
7099,130000,2,2,1,47
7100,170000,1,2,2,41
7101,150000,2,2,2,24
7102,180000,2,1,2,33
7103,50000,1,3,2,35
7104,240000,2,5,1,44
7105,390000,2,1,2,37
7106,50000,1,3,2,47
7107,310000,1,1,1,43
7108,100000,2,1,2,28
7109,260000,2,1,2,36
7110,30000,2,2,2,28
7111,310000,1,2,2,27
7112,270000,1,1,2,40
7113,250000,2,1,1,30
7114,130000,2,2,1,31
7115,220000,1,1,1,35
7116,60000,2,2,2,48
7117,120000,1,1,2,29
7118,30000,2,2,1,35
7119,130000,2,1,2,30
7120,100000,2,2,1,35
7121,200000,2,1,2,26
7122,260000,2,2,1,47
7123,390000,1,1,1,45
7124,340000,2,1,2,42
7125,140000,2,2,2,24
7126,220000,2,2,2,39
7127,20000,1,2,1,31
7128,500000,1,2,2,40
7129,210000,2,2,1,33
7130,340000,2,2,2,39
7131,130000,1,2,1,44
7132,200000,2,2,2,34
7133,150000,1,1,1,35
7134,50000,2,3,2,22
7135,60000,2,1,2,25
7136,60000,1,1,2,27
7137,150000,2,3,1,29
7138,180000,1,1,1,38
7139,50000,1,2,2,22
7140,10000,2,3,1,48
7141,100000,2,2,2,24
7142,30000,2,2,2,21
7143,50000,1,3,1,51
7144,30000,1,2,1,39
7145,100000,2,2,2,30
7146,100000,1,2,2,35
7147,290000,1,2,1,37
7148,140000,2,2,1,42
7149,240000,2,1,1,39
7150,380000,1,1,2,27
7151,230000,2,3,1,54
7152,40000,2,1,2,24
7153,210000,2,1,1,34
7154,150000,2,2,1,37
7155,70000,2,3,1,27
7156,80000,2,2,2,24
7157,50000,1,2,2,30
7158,300000,2,2,2,27
7159,180000,2,2,2,30
7160,150000,2,1,2,35
7161,60000,1,1,2,24
7162,100000,2,2,2,37
7163,90000,2,2,1,26
7164,20000,1,2,1,43
7165,320000,2,1,2,32
7166,90000,2,3,1,68
7167,500000,1,2,2,36
7168,210000,1,1,1,37
7169,30000,1,2,2,29
7170,20000,1,2,1,51
7171,50000,2,1,2,23
7172,360000,2,3,1,39
7173,80000,2,3,1,28
7174,150000,1,1,1,47
7175,20000,1,2,1,36
7176,150000,2,3,1,55
7177,340000,1,3,1,29
7178,500000,1,2,1,61
7179,100000,2,3,1,33
7180,160000,1,2,1,62
7181,300000,2,1,1,42
7182,240000,1,1,2,34
7183,60000,2,2,1,30
7184,20000,2,2,2,21
7185,80000,2,2,1,25
7186,20000,1,2,1,47
7187,240000,2,1,1,35
7188,20000,1,2,2,25
7189,290000,1,2,1,33
7190,120000,2,1,2,33
7191,100000,2,2,2,33
7192,20000,1,2,1,42
7193,60000,2,2,1,49
7194,150000,2,2,2,26
7195,500000,1,1,1,57
7196,120000,2,2,2,24
7197,80000,2,2,1,35
7198,100000,2,3,1,39
7199,20000,1,1,1,53
7200,200000,2,2,1,33
7201,80000,1,1,1,39
7202,80000,1,1,2,33
7203,150000,1,1,2,26
7204,50000,1,2,1,50
7205,370000,2,1,2,28
7206,130000,2,2,2,25
7207,450000,2,1,1,41
7208,200000,2,2,1,44
7209,130000,1,1,2,30
7210,230000,2,5,2,23
7211,90000,2,1,2,29
7212,30000,1,3,1,53
7213,180000,1,2,1,43
7214,140000,1,1,2,32
7215,380000,1,1,1,52
7216,30000,2,2,1,56
7217,80000,2,3,1,46
7218,60000,2,3,1,47
7219,290000,2,1,2,32
7220,160000,2,2,1,26
7221,20000,1,1,2,28
7222,80000,2,3,1,65
7223,360000,2,1,1,34
7224,30000,2,1,2,44
7225,140000,2,2,1,37
7226,150000,1,1,2,33
7227,130000,1,1,1,45
7228,410000,1,1,1,34
7229,70000,2,1,2,28
7230,30000,2,1,2,24
7231,50000,2,2,1,37
7232,180000,1,2,1,45
7233,30000,2,2,2,36
7234,20000,1,1,2,38
7235,30000,1,2,2,24
7236,20000,2,2,2,53
7237,280000,1,1,2,27
7238,50000,2,2,1,28
7239,360000,1,1,1,34
7240,190000,2,3,1,41
7241,180000,2,1,1,36
7242,60000,2,1,2,24
7243,320000,2,2,1,47
7244,10000,1,3,2,33
7245,200000,2,2,1,52
7246,50000,1,2,2,24
7247,180000,2,1,2,25
7248,20000,1,2,2,24
7249,300000,2,2,1,28
7250,90000,2,1,2,28
7251,160000,2,2,2,23
7252,20000,1,2,2,39
7253,150000,2,2,2,28
7254,50000,1,3,2,26
7255,60000,1,3,3,43
7256,210000,2,1,1,54
7257,150000,1,2,2,27
7258,60000,2,2,2,24
7259,210000,2,2,1,35
7260,210000,1,2,2,28
7261,360000,2,3,1,31
7262,10000,1,1,2,25
7263,140000,2,1,2,32
7264,100000,2,1,2,33
7265,50000,1,2,2,23
7266,360000,2,3,2,42
7267,360000,1,2,1,42
7268,30000,2,2,2,27
7269,20000,1,2,2,36
7270,260000,2,1,1,42
7271,100000,2,1,2,38
7272,340000,2,2,2,39
7273,50000,2,1,2,31
7274,180000,2,2,1,32
7275,360000,2,1,2,33
7276,60000,2,2,1,35
7277,20000,2,3,1,28
7278,150000,2,1,1,44
7279,150000,1,1,1,50
7280,300000,1,1,2,32
7281,420000,2,3,2,35
7282,500000,1,1,2,34
7283,150000,2,2,2,30
7284,50000,1,3,1,54
7285,110000,2,2,2,24
7286,150000,2,2,1,38
7287,80000,1,1,2,26
7288,150000,2,3,1,34
7289,50000,2,2,2,39
7290,20000,1,2,2,33
7291,80000,2,2,2,33
7292,150000,1,1,1,41
7293,240000,2,3,1,41
7294,100000,2,2,1,27
7295,130000,2,2,1,45
7296,20000,1,2,1,37
7297,340000,2,1,2,35
7298,430000,1,1,1,40
7299,110000,2,1,1,57
7300,90000,2,3,1,49
7301,10000,2,1,2,26
7302,100000,1,1,2,32
7303,390000,2,1,1,34
7304,130000,2,2,2,43
7305,180000,2,2,1,37
7306,50000,1,2,3,51
7307,80000,2,2,1,30
7308,30000,2,3,2,33
7309,150000,2,1,2,30
7310,230000,1,2,2,46
7311,90000,2,2,2,23
7312,80000,2,2,3,30
7313,700000,1,1,2,35
7314,30000,2,2,2,22
7315,90000,2,1,1,28
7316,200000,1,2,2,44
7317,230000,1,2,1,50
7318,100000,1,1,2,54
7319,360000,2,1,2,28
7320,500000,1,1,1,43
7321,240000,2,2,2,42
7322,360000,1,1,2,28
7323,360000,1,2,1,30
7324,320000,1,1,1,43
7325,50000,2,2,1,40
7326,140000,2,2,2,31
7327,360000,2,2,1,30
7328,180000,2,1,2,27
7329,330000,2,1,1,40
7330,140000,2,1,2,24
7331,360000,2,1,1,27
7332,150000,2,1,2,27
7333,220000,2,3,2,29
7334,260000,1,3,2,31
7335,30000,2,3,1,54
7336,580000,1,1,2,31
7337,50000,1,2,2,25
7338,230000,2,1,1,36
7339,20000,1,2,1,39
7340,110000,1,3,1,35
7341,240000,2,1,2,28
7342,50000,2,2,1,34
7343,20000,2,1,3,51
7344,190000,2,3,1,42
7345,100000,2,3,2,50
7346,500000,1,2,1,34
7347,170000,2,1,1,40
7348,150000,2,2,2,23
7349,30000,1,2,1,48
7350,80000,1,2,2,41
7351,340000,2,3,1,49
7352,210000,2,2,2,30
7353,30000,2,1,2,23
7354,230000,1,1,2,27
7355,20000,1,2,2,23
7356,70000,2,3,1,26
7357,310000,2,1,1,66
7358,80000,1,2,2,36
7359,150000,2,2,2,27
7360,20000,1,3,1,49
7361,220000,2,2,1,54
7362,150000,2,1,2,30
7363,530000,1,1,2,30
7364,150000,2,2,1,28
7365,150000,2,1,2,29
7366,420000,2,2,1,30
7367,80000,2,2,1,31
7368,100000,2,2,1,37
7369,30000,2,2,2,27
7370,50000,1,2,1,37
7371,330000,2,1,2,39
7372,140000,2,2,2,36
7373,50000,2,2,1,34
7374,360000,1,2,1,37
7375,180000,1,2,2,38
7376,130000,2,2,1,27
7377,130000,2,2,2,31
7378,20000,1,1,2,24
7379,260000,2,1,2,30
7380,50000,2,2,2,51
7381,320000,2,2,1,29
7382,70000,2,2,1,37
7383,180000,2,1,1,47
7384,60000,1,2,1,54
7385,80000,1,2,1,23
7386,10000,2,3,1,49
7387,150000,2,2,1,33
7388,50000,2,3,2,55
7389,150000,1,3,2,41
7390,350000,1,1,2,38
7391,380000,2,1,2,44
7392,130000,2,3,2,25
7393,180000,2,1,1,35
7394,100000,2,2,1,41
7395,30000,2,3,1,31
7396,430000,1,1,2,28
7397,200000,2,2,1,37
7398,360000,1,2,1,43
7399,80000,2,1,2,32
7400,40000,2,1,2,26
7401,80000,2,2,2,29
7402,20000,1,3,2,23
7403,250000,2,2,2,24
7404,70000,1,2,1,43
7405,20000,2,1,1,34
7406,160000,2,4,1,39
7407,70000,1,2,1,36
7408,50000,2,2,2,34
7409,30000,2,3,1,41
7410,80000,1,2,1,48
7411,20000,1,2,1,52
7412,50000,2,5,1,32
7413,50000,1,1,2,26
7414,230000,2,1,1,36
7415,10000,2,2,2,23
7416,20000,1,2,1,42
7417,110000,1,2,2,34
7418,200000,2,1,2,29
7419,20000,1,2,1,59
7420,80000,1,1,2,29
7421,280000,2,2,2,31
7422,140000,2,2,1,45
7423,60000,2,1,2,25
7424,50000,1,2,1,51
7425,200000,2,1,1,34
7426,180000,2,1,1,38
7427,260000,2,2,2,45
7428,150000,1,1,2,32
7429,130000,2,1,2,32
7430,120000,1,3,2,50
7431,210000,2,2,1,30
7432,110000,2,1,3,33
7433,30000,1,2,2,28
7434,170000,2,1,2,25
7435,360000,2,1,2,32
7436,130000,1,1,2,37
7437,30000,2,1,2,24
7438,160000,2,2,1,31
7439,30000,2,2,1,43
7440,10000,2,2,2,22
7441,50000,2,2,2,38
7442,80000,1,2,1,40
7443,260000,2,1,1,49
7444,170000,1,3,2,26
7445,30000,2,3,2,25
7446,50000,2,3,2,51
7447,120000,1,3,1,40
7448,240000,2,2,1,31
7449,180000,1,1,2,41
7450,60000,2,3,2,26
7451,150000,2,3,2,32
7452,360000,2,2,2,26
7453,350000,2,1,2,32
7454,30000,2,1,1,43
7455,120000,2,1,2,29
7456,330000,1,1,1,43
7457,500000,1,2,2,44
7458,100000,2,2,1,34
7459,80000,2,2,1,37
7460,260000,2,2,2,30
7461,500000,1,2,1,41
7462,90000,1,1,2,52
7463,360000,2,2,1,38
7464,360000,1,3,2,34
7465,100000,2,2,2,25
7466,200000,1,2,2,36
7467,490000,2,2,2,52
7468,460000,1,1,1,40
7469,20000,1,1,2,39
7470,230000,2,2,1,35
7471,170000,2,2,2,28
7472,60000,2,3,1,63
7473,90000,2,2,1,33
7474,160000,1,1,1,38
7475,20000,1,2,2,30
7476,500000,2,1,1,36
7477,30000,2,2,1,42
7478,170000,1,2,2,31
7479,100000,2,3,1,44
7480,50000,1,2,2,39
7481,110000,1,2,2,28
7482,20000,2,1,2,23
7483,70000,2,3,2,26
7484,310000,2,2,1,42
7485,30000,1,2,2,28
7486,30000,2,2,1,27
7487,100000,2,1,1,36
7488,150000,2,1,2,30
7489,80000,1,2,2,27
7490,200000,2,3,1,40
7491,20000,1,2,1,36
7492,30000,1,2,1,33
7493,50000,2,3,1,42
7494,130000,2,5,1,32
7495,330000,1,1,2,32
7496,80000,2,3,2,53
7497,50000,2,1,1,34
7498,150000,2,1,2,33
7499,210000,2,2,1,30
7500,30000,2,2,1,30
7501,500000,2,1,2,30
7502,60000,2,1,2,32
7503,20000,2,2,1,29
7504,30000,2,2,2,23
7505,120000,1,2,1,60
7506,80000,2,2,1,37
7507,360000,2,1,1,35
7508,150000,1,2,1,36
7509,10000,2,3,2,51
7510,230000,2,3,1,30
7511,380000,2,3,2,31
7512,350000,2,1,2,48
7513,130000,2,2,2,23
7514,490000,2,1,2,29
7515,150000,2,2,2,28
7516,340000,2,2,2,38
7517,80000,2,1,2,52
7518,230000,2,1,2,36
7519,160000,1,2,2,37
7520,300000,2,2,1,33
7521,400000,2,2,1,24
7522,80000,2,2,1,45
7523,320000,1,2,1,45
7524,310000,1,1,2,36
7525,270000,2,2,1,32
7526,280000,2,3,1,53
7527,330000,1,1,2,31
7528,50000,1,2,2,49
7529,240000,2,1,2,26
7530,180000,2,3,2,27
7531,270000,1,1,2,28
7532,70000,1,1,2,36
7533,290000,1,1,2,27
7534,350000,2,1,2,41
7535,210000,1,2,1,54
7536,110000,1,2,2,47
7537,300000,1,2,1,32
7538,140000,2,2,2,38
7539,80000,1,1,2,27
7540,360000,2,2,1,42
7541,210000,2,2,2,33
7542,50000,1,2,2,22
7543,80000,2,1,2,28
7544,130000,2,3,2,27
7545,50000,2,1,2,22
7546,80000,2,3,2,34
7547,350000,1,1,2,35
7548,330000,2,2,1,37
7549,80000,2,2,2,23
7550,280000,2,1,1,51
7551,30000,1,2,2,49
7552,200000,1,3,1,44
7553,120000,2,1,2,26
7554,50000,2,2,1,38
7555,50000,1,2,2,31
7556,300000,1,1,1,58
7557,20000,1,2,2,30
7558,50000,1,2,2,46
7559,500000,2,2,2,44
7560,130000,2,2,1,40
7561,70000,2,1,2,28
7562,70000,2,3,2,29
7563,120000,2,2,2,27
7564,340000,1,2,1,48
7565,130000,1,1,2,41
7566,240000,1,1,2,33
7567,50000,2,2,1,37
7568,210000,2,2,1,48
7569,30000,1,2,2,30
7570,80000,2,2,2,22
7571,50000,1,3,1,42
7572,220000,2,3,1,25
7573,40000,1,2,1,37
7574,280000,1,1,2,26
7575,90000,2,2,1,31
7576,180000,2,2,2,39
7577,50000,1,2,2,30
7578,320000,1,2,2,27
7579,70000,1,2,1,38
7580,260000,2,1,2,36
7581,360000,1,1,1,38
7582,100000,2,2,2,38
7583,100000,2,1,1,32
7584,140000,2,2,1,39
7585,90000,2,2,2,28
7586,220000,1,1,2,25
7587,260000,2,1,2,34
7588,260000,2,1,1,42
7589,20000,1,1,2,24
7590,50000,2,1,2,27
7591,70000,2,2,2,23
7592,170000,2,2,1,36
7593,30000,2,2,2,22
7594,200000,1,2,2,68
7595,50000,2,2,2,39
7596,50000,1,2,2,30
7597,470000,2,2,1,35
7598,20000,2,1,2,22
7599,50000,1,2,2,26
7600,360000,2,2,1,56
7601,20000,2,2,3,46
7602,140000,2,1,2,26
7603,10000,2,3,1,47
7604,90000,2,1,2,30
7605,200000,2,2,1,46
7606,390000,2,2,1,39
7607,90000,2,2,2,25
7608,130000,2,1,2,27
7609,120000,2,2,2,33
7610,160000,2,2,1,35
7611,70000,2,2,2,24
7612,80000,1,3,1,60
7613,250000,2,2,2,36
